2021-04-09,13.6,7.6,19.6,43,39.3
2021-04-10,12.6,7.7,18.8,42,50
2021-04-11,15,7.5,21.8,49,45.4
2021-04-12,13.8,11.9,17.8,48,70.4
2021-04-13,10.4,5.7,13.5,52,74
2021-04-14,8.4,3.1,13.3,52,58.5
2021-04-15,11.6,6.3,18.3,52,62.3
2021-04-16,11.3,8.1,14.8,42,60
2021-04-17,9.6,6,14.6,43,56.6
2021-04-18,9.9,5.6,15.3,48,64.3
2021-04-19,12.2,5.8,19.4,50,65.3
2021-04-20,14.8,8.1,22,53,55.1
2021-04-21,19.1,10.3,28.2,53,43.1
2021-04-22,20.9,16.1,27.5,52,37.9
2021-04-23,19,17,21.7,51,41.4
2021-04-24,18.3,15.3,22.2,48,43
2021-04-25,18.2,12.6,24,53,50
2021-04-26,16.2,12.3,20.6,58,51.8
2021-04-27,15.4,12.5,20,54,62.4
2021-04-28,14.5,11.2,18.2,49,64.1
2021-04-29,14.6,10.9,20.1,49,54.1
2021-04-30,11.3,8.6,14.6,43,81.8
2021-05-01,10.2,8.5,15.3,45,80.8
2021-05-02,12.4,7.3,18.7,53,67.9
2021-05-03,14.1,8.4,20.3,47,56.4
2021-05-04,13.8,11.4,15.8,47,82.6
2021-05-05,13.9,10.3,18.4,47,64.4
2021-05-06,15.7,7.9,23.1,45,46.4
2021-05-07,14.4,10.7,17.2,43,60.3
2021-05-08,14.3,8.9,21,45,66.1
2021-05-09,15.7,10,21.8,54,51.3
2021-05-10,13.2,11.7,14.6,53,67.9
2021-05-11,18.5,9.4,25.7,55,48.9
2021-05-12,22,16.9,27.7,57,39.5
2021-05-13,22.9,16.6,29.6,59,54.4
2021-05-14,24.1,18,30.8,70,60.3
2021-05-15,22.1,20.8,26.2,56,79.5
2021-05-16,18.4,14.8,20.8,64,97.6
2021-05-17,15.3,14.2,16.7,57,93
2021-05-18,17.9,13.6,24.5,54,70.5
2021-05-19,19.9,12.4,26.6,59,52.3
2021-05-20,18.7,15.6,22.9,57,59.8
2021-05-21,16,14.2,18.2,47,86.5
2021-05-22,18.6,13.8,23.8,49,69.3
2021-05-23,19.5,14.3,25.1,68,64.4
2021-05-24,19.4,16.4,24.5,69,61
2021-05-25,15.3,11.9,19.3,83,72.3
2021-05-26,18,11.5,23,92,58.5
2021-05-27,15.8,13.9,18.7,82,83
2021-05-28,15.3,12.4,19.7,60,86
2021-05-29,15.4,12.8,19.1,59,79.8
2021-05-30,18.4,10.8,26.3,74,73
2021-05-31,19.9,16.5,23.8,72,78.9
2021-06-01,20.2,15.9,23.9,76,74.6
2021-06-02,23.2,16.6,29.7,80,64.4
2021-06-03,19.1,14.6,22.7,69,80.8
2021-06-04,18.5,13.3,23.6,65,69.4
2021-06-05,20.8,17,25.7,59,68.1
2021-06-06,23,18.4,28.2,71,69.6
2021-06-07,21.1,19.4,24,81,71.5
2021-06-08,23.6,18.8,29.5,80,69.6
2021-06-09,25.8,19.5,31.6,84,59.1
2021-06-10,24.9,20.5,29.8,69,68.5
2021-06-11,21.5,19.9,24.4,60,84.5
2021-06-12,24.2,18.2,30.2,63,74.6
2021-06-13,24.8,20.9,29.7,72,72.6
2021-06-14,24.8,18.9,30.2,81,68.8
2021-06-15,22.5,21.5,25.3,70,79.1
2021-06-16,24.3,20.3,28.9,70,59.9
2021-06-17,21.9,19.6,25,62,71.4
2021-06-18,20,19,21.4,52,92.1
2021-06-19,22.3,17.5,27.4,61,74
2021-06-20,22.9,17.6,29,69,73.3
2021-06-21,23.6,19.2,28.5,76,67
2021-06-22,22.8,19.7,28.6,74,67.9
2021-06-23,22.4,18.8,27.9,73,70.5
2021-06-24,23,18.5,28,67,71.1
2021-06-25,24.1,19.5,29.5,57,69
2021-06-26,22.8,19.9,26.7,56,78.5
2021-06-27,24.5,19.8,30.8,68,72.1
2021-06-28,23.7,21,29.2,81,76.4
2021-06-29,23.9,21.3,28.4,70,78.6
2021-06-30,24.3,21,28.8,72,77.9
2021-07-01,26.3,21.4,31,68,70.9
2021-07-02,27.1,23.6,31.8,63,64.1
2021-07-03,22.6,19.6,25.7,69,80
2021-07-04,21.4,19.8,23.1,73,96.8
2021-07-05,23.3,20.1,26.9,70,80.3
2021-07-06,25.3,21,30.1,68,73.4
2021-07-07,26.4,23.9,29.1,73,78.5
2021-07-08,26,23.8,29.8,68,81.6
2021-07-09,25.5,23.6,29.2,60,77.3
2021-07-10,25.9,23.1,29.2,67,80.4
2021-07-11,25.7,24.1,27.5,82,86.8
2021-07-12,28.1,23.8,32.5,87,75.1
2021-07-13,28.8,26.3,31.5,96,76.1
2021-07-14,29.7,26.1,33.5,98,71.4
2021-07-15,29.1,25.9,34.5,96,71.1
2021-07-16,28.8,24.2,35.2,83,68.4
2021-07-17,29.1,24.7,32.8,76,63.1
2021-07-18,29.6,25.7,34.1,86,62.5
2021-07-19,26.4,24,30.5,90,80.1
2021-07-20,27.9,23.6,31.8,94,75.8
2021-07-21,30.5,25.3,35.3,100,64
2021-07-22,31.2,26.5,35.9,96,59.8
2021-07-23,31.2,27.2,35.8,87,61.8
2021-07-24,31.7,26.9,36.5,79,57.4
2021-07-25,31.5,27.2,35.9,96,55.8
2021-07-26,31.2,27.4,35.4,92,54.9
2021-07-27,31.1,27.8,35.7,90,60.5
2021-07-28,30.4,27.1,34.7,84,67.4
2021-07-29,29.6,27,33.3,88,69.9
2021-07-30,30.5,25.8,35.4,75,63.1
2021-07-31,29.8,26.8,34.3,78,69.9
2021-08-01,27.1,25.1,28.8,86,81.8
2021-08-02,26.5,25,28.6,81,82.6
2021-08-03,28,24.1,31.4,87,76.9
2021-08-04,28.9,26.3,33.2,86,70.6
2021-08-05,29.4,25.6,33.7,83,68.1
2021-08-06,28.1,26,32.2,73,68.4
2021-08-07,28,23.4,32.3,76,65
2021-08-08,26.8,24.4,32.1,73,74.8
2021-08-09,28.3,23.3,33.6,82,62.4
2021-08-10,27.7,24.3,32.2,75,62.5
2021-08-11,27.4,24.1,31.6,75,70.3
2021-08-12,26.8,24,31.7,75,67.1
2021-08-13,26.6,23.4,30.1,60,70.4
2021-08-14,26.1,23.4,30.5,59,63.9
2021-08-15,26.9,21.7,32.4,60,59.6
2021-08-16,27.3,22.5,32.8,65,61.1
2021-08-17,25.9,21.9,31.3,69,65
2021-08-18,24.3,20.6,31,58,69.6
2021-08-19,26,21,31.5,56,57.1
2021-08-20,26.6,22.6,30.7,50,63.6
2021-08-21,23.8,21,25.5,58,88.1
2021-08-22,24.4,22.4,27,57,81.5
2021-08-23,22.4,21,24,53,89.3
2021-08-24,23.4,21.1,26.4,50,93.6
2021-08-25,25,23.5,27.3,51,85.5
2021-08-26,25.5,22.9,27.9,47,84.9
2021-08-27,22.4,20.4,25.5,45,83.5
2021-08-28,23.6,19.7,28.2,47,80.4
2021-08-29,23.7,21.9,26.3,50,82.6
2021-08-30,24.2,21.2,27.7,48,77.5
2021-08-31,20.5,18.1,23.1,46,93.3
2021-09-01,21.4,18.5,23.9,41,83.1
2021-09-02,23.5,20.7,26.7,45,70.3
2021-09-03,24.3,20.6,29.2,39,60.3
2021-09-04,23.2,18.5,28.6,39,57
2021-09-05,23.1,19.4,27.3,46,61.1
2021-09-06,22.3,18,26.4,42,70.1
2021-09-07,19.6,17.6,20.9,38,98.1
2021-09-08,22.2,19,26.9,36,81.3
2021-09-09,23.5,19.1,29.1,49,76.5
2021-09-10,23.6,19.5,28.9,37,76
2021-09-11,24,19.9,29.4,40,73.1
2021-09-12,24.2,19.2,29.8,44,64.6
2021-09-13,24.8,20.8,30.3,43,67.1
2021-09-14,24.6,20,29.5,43,63.3
2021-09-15,23.6,19.5,28.9,34,57.5
2021-09-16,22.9,18,27.3,30,61.1
2021-09-17,23.5,20.5,28.2,26,61.4
2021-09-18,23.9,18.9,29.8,28,65.1
2021-09-19,23.7,20.8,27.8,29,62.9
2021-09-20,23.7,19,28.4,30,63.6
2021-09-21,22,17.4,26.2,32,85.1
2021-09-22,20.2,16.8,24.3,37,79
2021-09-23,20.9,16.9,25.9,45,67.3
2021-09-24,21.8,16.7,26.9,36,67.5
2021-09-25,21.2,18.7,23.1,38,72.6
2021-09-26,22.6,18.4,27.3,41,63
2021-09-27,21.6,18.7,25,41,66
2021-09-28,21.5,19.6,24.4,38,75.1
2021-09-29,20.2,17.8,21.4,37,93.5
2021-09-30,20.3,16,25.9,37,83.9
2021-10-01,21.1,16.9,27.5,31,75.8
2021-10-02,20.7,16.4,26.6,33,77.1
2021-10-03,22.3,17.1,28.8,40,69.5
2021-10-04,22.9,19.2,25.6,40,81
2021-10-05,23.6,21.7,26.5,39,82.4
2021-10-06,18.8,17.9,21.7,37,91.5
2021-10-07,19.4,17.9,21.9,40,85.5
2021-10-08,18.8,17.5,20,35,91.3
2021-10-09,20.9,18.5,24.1,37,83.5
2021-10-10,19.9,14.9,24.3,40,89
2021-10-11,15.2,12.6,17.8,43,78.6
2021-10-12,17.9,15.8,21.3,34,67.1
2021-10-13,19.6,14.9,25.2,36,66.6
2021-10-14,19.7,17.4,23.9,33,73.6
2021-10-15,19,17,21.4,31,74.4
2021-10-16,10.7,4.2,18.1,30,47.5
2021-10-17,5.6,1.3,10.8,32,37.4
2021-10-18,9.6,2.8,16.1,29,60.4
2021-10-19,10.9,7.1,15,34,72.8
2021-10-20,9.5,4.6,15.8,29,64.9
2021-10-21,9.8,4.9,16.2,33,64.1
2021-10-22,10.8,5.2,17.2,30,58.4
2021-10-23,11.4,5.7,18.4,31,57.3
2021-10-24,11.4,6,18.1,37,63.1
2021-10-25,11.7,6.3,17.6,33,64.5
2021-10-26,13,7.7,19,33,74.5
2021-10-27,13.4,9.8,18.1,32,63.4
2021-10-28,12.7,7.1,20,32,54.6
2021-10-29,14.6,10.5,20.6,28,55.9
2021-10-30,13.8,11,18,31,62.4
2021-10-31,14.1,9.2,20.3,35,73.3
2021-11-01,12.9,10.3,16.9,33,77.3
2021-11-02,11.5,7.9,16.9,29,76.6
2021-11-03,12.1,7.6,17.1,29,71.1
2021-11-04,12.1,8.4,16.3,29,80.4
2021-11-05,13,7.8,20.2,28,68.5
2021-11-06,14.1,8.8,21.3,32,61.1
2021-11-07,15.3,9.7,21.3,33,57.5
2021-11-08,8.6,4.5,15.5,33,82.1
2021-11-09,4.9,3,6.5,31,80.3
2021-11-10,4.2,0.7,7.7,30,73.4
2021-11-11,5.3,2.1,9.7,28,60.6
2021-11-12,4.5,1.3,8.6,23,55.4
2021-11-13,7.3,0.5,13.4,25,66.1
2021-11-14,11.3,7.8,16.4,29,69.8
2021-11-15,10.1,5.8,15.7,30,71.3
2021-11-16,8.5,4.4,13.6,28,65.5
2021-11-17,7.5,2.7,12.5,29,64.1
2021-11-18,11.9,7.7,16.2,30,70.8
2021-11-19,12.9,10.2,16.7,29,84.8
2021-11-20,10.4,6.8,15.6,30,77
2021-11-21,10.4,7.6,13.1,35,74.4
2021-11-22,2.7,-0.6,7.5,39,61.8
2021-11-23,-0.6,-3.7,2.3,31,60.9
2021-11-24,4.1,-2.6,9.1,31,64.3
2021-11-25,5.7,2.6,9.9,30,55
2021-11-26,2.9,-0.5,7.2,28,57.5
2021-11-27,3.4,-1.4,10.1,32,53
2021-11-28,5.1,-1.3,12.4,36,52.4
2021-11-29,7.6,2.5,13.7,35,62
2021-11-30,5.7,0.7,8.9,34,80.4
2021-12-01,-1.3,-3,1.5,31,51.8
2021-12-02,1.3,-4.6,5,32,68.9
2021-12-03,1.9,-1.8,4.6,30,53.3
2021-12-04,1.4,-2.7,7,34,48.5
2021-12-05,2.9,-2.3,9.6,39,50.4
2021-12-06,5.4,-0.7,12.1,39,61.4
2021-12-07,6.8,2.6,13.3,36,68.3
2021-12-08,6.7,1.9,13.3,36,70
2021-12-09,6.5,2.7,9.7,35,70.3
2021-12-10,7,5.8,8.2,34,81.5
2021-12-11,6,4.4,9.8,38,83.6
2021-12-12,1.2,-3.8,5.1,46,61.8
2021-12-13,-2.2,-5.9,1.9,40,43.8
2021-12-14,3.7,-0.7,8.2,42,64.9
2021-12-15,7.2,5.4,10,37,84.8
2021-12-16,6.4,3.3,9.8,41,71.6
2021-12-17,-5.6,-10.1,3.2,36,50.5
2021-12-18,-5.7,-11.2,-1.8,39,64.1
2021-12-19,-0.8,-5.8,4.2,50,63.8
2021-12-20,5.2,-0.9,11.1,49,77.9
2021-12-21,5.2,0.8,8.9,42,70.9
2021-12-22,2.2,-2.6,8.2,40,47.4
2021-12-23,2.7,-1.5,8.3,41,53.5
2021-12-24,-0.3,-7.3,3.2,31,65.3
2021-12-25,-11.7,-14.4,-7.3,32,42.4
2021-12-26,-12.1,-15.5,-7.3,37,43.5
2021-12-27,-7.6,-12.9,-3.9,42,60.9
2021-12-28,-4.1,-8.5,-0.9,43,73.8
2021-12-29,0.4,-3.8,5.9,46,72.9
2021-12-30,-3.9,-6.8,0.2,40,48.5
2021-12-31,-6.7,-8.8,-3.9,35,35.9
