Date,Close,High,Low,Open,Volume
2018-01-02,59.45050049,59.5,58.52550125,58.59999847,53890000
2018-01-03,60.20999908,60.2745018,59.41500092,59.41500092,62176000
2018-01-04,60.47949982,60.79349899,60.23300171,60.25,60442000
2018-01-05,61.45700073,61.45700073,60.5,60.87549973,70894000
2018-01-08,62.34349823,62.65399933,61.60150146,61.79999924,85590000
2018-01-09,62.63499832,62.96649933,62.08800125,62.84500122,73226000
2018-01-10,62.71649933,62.71649933,61.86149979,62.25749969,53720000
2018-01-11,63.83399963,63.83850098,62.82300186,62.98699951,62500000
2018-01-12,65.26000214,65.28800201,63.66949844,63.66949844,108874000
2018-01-16,65.24299622,66.99700165,64.61499786,66.15000153,144414000
2018-01-17,64.75,65.69999695,64.04399872,65.61199951,105076000
2018-01-18,64.66600037,65.23000336,64.2009964,64.69750214,80538000
2018-01-19,64.72899628,65.65000153,64.64949799,65.59999847,91570000
2018-01-22,66.3655014,66.37249756,64.83300018,64.85849762,82802000
2018-01-23,68.1269989,68.24500275,66.86699677,66.90450287,103386000
2018-01-24,67.87550354,69.40799713,66.90000153,68.74099731,136150000
2018-01-25,68.89749908,68.91699982,67.8809967,68.40000153,95060000
2018-01-26,70.10250092,70.12650299,69.04550171,69.60050201,97146000
2018-01-29,70.88400269,71.56950378,70.02200317,70.45899963,114038000
2018-01-30,71.89099884,71.96250153,69.59999847,70.15850067,117438000
2018-01-31,72.54450226,73.6289978,72.5019989,72.56500244,128494000
2018-02-01,69.5,72.9940033,69.25700378,72.25,182276000
2018-02-02,71.49749756,74.90000153,70.69999695,73.86949921,222514000
2018-02-05,69.5,72.9489975,66.03600311,70.1309967,229900000
2018-02-06,72.14199829,72.19950104,67.58950043,68.07299805,221336000
2018-02-07,70.83899689,73.04949951,70.75749969,72.44999695,143254000
2018-02-08,67.52500153,71.6875,67.49700165,71.48400116,171572000
2018-02-09,66.98000336,69.17500305,63.29650116,68.67449951,282830000
2018-02-12,69.31150055,69.69049835,67.20050049,68.23349762,134778000
2018-02-13,70.72550201,70.98600006,69.17649841,69.29650116,118358000
2018-02-14,72.55249786,72.60299683,70.16799927,70.3125,119184000
2018-02-15,73.08799744,73.4469986,71.84200287,73.34449768,113054000
2018-02-16,72.43450165,73.29000092,72.32800293,72.86849976,89452000
2018-02-20,73.41750336,74.43849945,72.32450104,72.32450104,129984000
2018-02-21,74.14600372,75.17449951,73.94599915,74.25,126088000
2018-02-22,74.26699829,75.1269989,73.78800201,74.76799774,97162000
2018-02-23,75,75,74.32499695,74.76699829,88362000
2018-02-26,76.09750366,76.14199829,75.34999847,75.45999908,99100000
2018-02-27,75.59899902,76.33899689,75.36049652,76.22499847,96176000
2018-02-28,75.62249756,76.43499756,75.59999847,75.97550201,90300000
2018-03-01,74.67250061,75.92449951,73.25,75.68000031,136704000
2018-03-02,75.01249695,75.05249786,72.75050354,73.45500183,131752000
2018-03-05,76.18049622,76.26899719,74.05000305,74.71199799,104678000
2018-03-06,76.88200378,77.10649872,76.40000153,76.66000366,91234000
2018-03-07,77.25,77.29499817,76.12550354,76.3259964,83482000
2018-03-08,77.59300232,77.7440033,77.26249695,77.5,77252000
2018-03-09,78.94450378,78.9469986,77.95400238,78.17500305,90686000
2018-03-12,79.91950226,80.26650238,79.33499908,79.62999725,103484000
2018-03-13,79.40899658,80.8769989,78.90049744,80.79799652,130638000
2018-03-14,79.55000305,80.3219986,79.54450226,79.84999847,85188000
2018-03-15,79.11599731,79.84549713,78.90550232,79.75,81394000
2018-03-16,78.58399963,79.47200012,78.375,79.17250061,108500000
2018-03-19,77.24649811,78.08300018,76.26750183,77.72650146,131616000
2018-03-20,79.32550049,79.34999847,77.27050018,77.51699829,91632000
2018-03-21,79.09300232,79.5,78.15850067,79.32250214,95016000
2018-03-22,77.2460022,78.69249725,77.12000275,78.27349854,126412000
2018-03-23,74.77799988,77.4509964,74.76799774,76.95050049,160120000
2018-03-26,77.79299927,77.84950256,74.96250153,76.5,112494000
2018-03-27,74.85250092,78.79850006,74.11599731,78.62000275,139992000
2018-03-28,71.57099915,72.79499817,69.3085022,72.34999847,274106000
2018-03-29,72.36699677,72.77349854,68.26000214,70.30000305,251622000
2018-04-02,68.59950256,71.06800079,67.75,70.8809967,209272000
2018-04-03,69.60250092,70.69999695,67.76650238,69.56900024,204624000
2018-04-04,70.52850342,70.76950073,67.64399719,67.91200256,139646000
2018-04-05,72.58750153,72.97799683,71.35350037,72.09950256,128270000
2018-04-06,70.2614975,72.625,70.01300049,71.49849701,117646000
2018-04-09,70.30400085,71.9240036,70.12850189,71.25150299,84164000
2018-04-10,71.81099701,71.91899872,70.78500366,71.59950256,85082000
2018-04-11,71.35250092,72.43900299,71.24449921,71.97200012,71650000
2018-04-12,72.42500305,72.60600281,71.75299835,71.97499847,62700000
2018-04-13,71.53949738,72.98899841,71.22599792,72.45700073,73706000
2018-04-16,72.07499695,72.34999847,71.37400055,72.25,56172000
2018-04-17,75.1914978,75.35949707,72.85099792,73.11499786,102288000
2018-04-18,76.39199829,76.69000244,75.20549774,75.73249817,104550000
2018-04-19,77.84549713,78.4260025,76.95300293,77.16100311,130474000
2018-04-20,76.37449646,78.05999756,75.80449677,78.05999756,110832000
2018-04-23,75.89299774,77.40000153,75.17050171,77.33450317,89308000
2018-04-24,73.00450134,76.97499847,72.42250061,76.79000092,149894000
2018-04-25,73.00849915,73.49949646,70.75099945,72.90000153,131746000
2018-04-26,75.89800262,76.47100067,73.92500305,74.25050354,176022000
2018-04-27,78.6309967,81.90499878,78.36949921,81.70050049,261064000
2018-04-30,78.3065033,79.80000305,78.04699707,79.125,109282000
2018-05-01,79.11299896,79.25,77.60900116,78.16100311,91442000
2018-05-02,78.48400116,79.42500305,78.31800079,79.0490036,87206000
2018-05-03,78.60399628,78.73999786,77.3010025,78.00050354,85038000
2018-05-04,79.04750061,79.24500275,78.10949707,78.12249756,68872000
2018-05-07,80.00700378,80.34750366,79.39150238,79.46700287,76038000
2018-05-08,79.61949921,79.84400177,79.12550354,79.75,61358000
2018-05-09,80.40000153,80.40000153,79.59999847,80,72746000
2018-05-10,80.45400238,80.77999878,80.17199707,80.4240036,56350000
2018-05-11,80.14550018,80.55500031,79.89450073,80.54949951,45278000
2018-05-14,80.07700348,80.55899811,80.00250244,80.19999695,50190000
2018-05-15,78.80599976,79.38999939,78.26100159,79.38999939,101550000
2018-05-16,79.36399841,79.72149658,78.83350372,78.875,51412000
2018-05-17,79.08799744,79.70200348,78.65000153,79.02799988,42952000
2018-05-18,78.71849823,79.17949677,78.60500336,79.0664978,52852000
2018-05-21,79.27300262,79.60250092,78.75,79.25,58504000
2018-05-22,79.06999969,79.49449921,78.76249695,79.49449921,42312000
2018-05-23,80.09300232,80.09300232,78.31700134,78.55249786,67238000
2018-05-24,80.15350342,80.41200256,79.41899872,79.90149689,68600000
2018-05-25,80.50749969,80.70600128,80.02249908,80.15000153,53968000
2018-05-29,80.64350128,81.08950043,80.00749969,80.03549957,76930000
2018-05-30,81.24449921,81.30000305,80.64649963,80.90499878,58148000
2018-05-31,81.48100281,81.75,81.06749725,81.15000153,63326000
2018-06-01,82.07700348,82.33650208,81.75450134,81.85150146,66268000
2018-06-04,83.2634964,83.28399658,82.27449799,82.44499969,63754000
2018-06-05,84.81749725,84.94999695,83.50299835,83.64949799,95644000
2018-06-06,84.78749847,85.72499847,84.32350159,85.22550201,109464000
2018-06-07,84.46499634,84.99500275,83.80549622,84.9280014,75314000
2018-06-08,84.19950104,84.47200012,83.65049744,84.05599976,59102000
2018-06-11,84.45600128,84.71199799,84.02950287,84.07550049,46710000
2018-06-12,84.9375,84.97550201,84.5759964,84.65000153,45184000
2018-06-13,85.24299622,85.6875,85.0059967,85.14050293,66550000
2018-06-14,86.19300079,86.23999786,85.4434967,85.6740036,63488000
2018-06-15,85.79850006,86.04350281,85.4260025,85.69999695,95552000
2018-06-18,86.1894989,86.33699799,85.12799835,85.31300354,62154000
2018-06-19,86.73899841,86.80549622,85.01950073,85.45200348,85802000
2018-06-20,87.5039978,88.14649963,87.06800079,87.125,86652000
2018-06-21,86.51100159,88.15499878,85.87799835,88,98822000
2018-06-22,85.78350067,87.15000153,85.59500122,87.1309967,81502000
2018-06-25,83.15750122,85.25,82.31549835,85.12550354,150224000
2018-06-26,84.55449677,85.07849884,83.16699982,83.61849976,87732000
2018-06-27,83.02549744,85.59750366,83,85.40550232,97444000
2018-06-28,85.07250214,85.27500153,83.0585022,83.6269989,90594000
2018-06-29,84.98999786,86.17050171,84.71600342,85.84999847,90870000
2018-07-02,85.68900299,85.69450378,83.90299988,84.13500214,63714000
2018-07-03,84.69799805,86.25,84.62400055,86.19799805,43546000
2018-07-05,84.9865036,85.53450012,84.10749817,85.26899719,59662000
2018-07-06,85.53150177,85.7634964,84.58350372,84.80000305,53006000
2018-07-09,86.9509964,86.97799683,85.81150055,86.20249939,60240000
2018-07-10,87.15350342,87.5,86.55000305,86.92649841,60058000
2018-07-11,87.75,87.84799957,86.69999695,86.89949799,64196000
2018-07-12,89.83100128,89.90000153,88.10900116,88.22550201,90654000
2018-07-13,90.65149689,90.76499939,89.7614975,90.19650269,87664000
2018-07-16,91.12449646,92.09750366,90.72250366,91.09750366,109324000
2018-07-17,92.19650269,92.58450317,89.8690033,90.57800293,113658000
2018-07-18,92.14600372,92.94400024,91.56349945,92.40000153,97238000
2018-07-19,90.64849854,92.05000305,90.56349945,91.47299957,93538000
2018-07-20,90.68499756,91.74199677,90.50299835,91.25050354,77688000
2018-07-23,90.09999847,90.94999695,88.49949646,90.61049652,77770000
2018-07-24,91.46199799,92,90.46900177,91.45050049,85574000
2018-07-25,93.18049622,93.19200134,91.13200378,91.46499634,74764000
2018-07-26,90.40000153,92.23400116,90.22499847,91.94999695,198488000
2018-07-27,90.8635025,94.00250244,90.32649994,93.80249786,193620000
2018-07-30,88.96099854,91.47499847,88.3010025,91.36650085,131246000
2018-07-31,88.87200165,90.09149933,86.96600342,89.32450104,114774000
2018-08-01,89.85849762,89.92199707,88.8010025,89.19999695,83062000
2018-08-02,91.71649933,91.82800293,89.30000305,89.43849945,87094000
2018-08-03,91.16449738,92.05000305,91.07499695,91.88700104,69210000
2018-08-06,92.38749695,92.3884964,90.94599915,91.29049683,67836000
2018-08-07,93.12400055,93.48600006,92.31349945,92.72650146,67550000
2018-08-08,94.3259964,94.57550049,92.72499847,93.05000305,79260000
2018-08-09,94.9260025,95.72850037,93.87400055,94.09999847,97208000
2018-08-10,94.31500244,94.97499847,93.91049957,94.42549896,72798000
2018-08-13,94.80999756,96.25,94.6835022,94.92500305,110630000
2018-08-14,95.98249817,96.05049896,95,95.96949768,79722000
2018-08-15,94.1309967,95.8105011,93.48950195,95.47750092,154014000
2018-08-16,94.3259964,95.25,94.17749786,95.1969986,79142000
2018-08-17,94.11100006,94.40000153,92.77749634,94.29000092,82086000
2018-08-20,93.83550262,94.58750153,93.3030014,94.52850342,57240000
2018-08-21,94.17099762,94.88749695,93.72049713,94,62112000
2018-08-22,95.24500275,95.29000092,93.83200073,93.83200073,61610000
2018-08-23,95.14499664,95.97499847,95.03800201,95.35849762,71260000
2018-08-24,95.26950073,95.80049896,95.1269989,95.52549744,56018000
2018-08-27,96.38400269,96.38500214,95.46399689,95.75,71380000
2018-08-28,96.64099884,97.08899689,96.44100189,96.8864975,62014000
2018-08-29,99.90499878,99.93450165,97.4469986,97.67250061,130636000
2018-08-30,100.1190033,101.2785034,99.34500122,99.8710022,145546000
2018-08-31,100.635498,101.1190033,100.2369995,100.3499985,84088000
2018-09-04,101.975502,102.5250015,100.6500015,101.3249969,114422000
2018-09-05,99.74099731,102.0189972,99.49449921,101.9055023,164412000
2018-09-06,97.91549683,100.375,96.76049805,100.3255005,149774000
2018-09-07,97.60350037,98.76000214,96.86750031,96.9355011,97852000
2018-09-10,96.95050049,98.65200043,96.5759964,98.55000305,90896000
2018-09-11,99.35749817,99.44400024,95.84999847,96.41349792,100672000
2018-09-12,99.5,100,98.12200165,99.69999695,88280000
2018-09-13,99.49349976,100.4380035,99.10150146,100,72430000
2018-09-14,98.5094986,99.68250275,97.96099854,99.64649963,72840000
2018-09-17,95.40149689,97.84100342,94.37049866,97.7365036,141004000
2018-09-18,97.05249786,97.91000366,95.77200317,95.93250275,85374000
2018-09-19,96.32099915,97.04149628,95.24500275,97.02500153,81136000
2018-09-20,97.21499634,97.75,96.61250305,96.92900085,63098000
2018-09-21,95.75050354,97.8655014,95.52500153,97.71099854,137118000
2018-09-24,96.71800232,96.84400177,93.25,95.1894989,84274000
2018-09-25,98.72750092,98.79550171,96.94249725,97.14499664,90768000
2018-09-26,98.74250031,99.76249695,98.0759964,98.42500305,86270000
2018-09-27,100.6490021,100.8079987,99.42900085,99.66200256,86588000
2018-09-28,100.1500015,101.3259964,99.82299805,100.2204971,81702000
2018-10-01,100.2180023,101.6595001,100.1800003,101.0995026,69210000
2018-10-02,98.56549835,100.6695023,98.28849792,99.99949646,108014000
2018-10-03,97.63800049,99.48500061,97.4905014,99.08499908,105062000
2018-10-04,95.47100067,97.80000305,94.82849884,97.44999695,145140000
2018-10-05,94.48249817,96.45400238,93.14150238,95.89949799,136446000
2018-10-08,93.22100067,95.09999847,91.53299713,93.69999695,147864000
2018-10-09,93.51599884,94.83399963,92.61599731,92.99949646,95458000
2018-10-10,87.76249695,92.9280014,87.72049713,92.89450073,219778000
2018-10-11,85.96800232,87.76999664,84.25499725,86.19999695,278718000
2018-10-12,89.43049622,90.44750214,87.12650299,90.40000153,188892000
2018-10-15,88.04750061,89.75250244,86.71150208,89.75,128744000
2018-10-16,90.9980011,91.19400024,88.07749939,89.17500305,117198000
2018-10-17,91.58650208,92.25,90.34999847,92.13950348,105904000
2018-10-18,88.53600311,91.50749969,88.39350128,91.07450104,117480000
2018-10-19,88.20149994,90.45500183,87.65000153,89.25800323,118144000
2018-10-22,89.46499634,90.47499847,87.80000305,89.19999695,90000000
2018-10-23,88.43499756,88.81700134,85.69999695,87.11199951,134478000
2018-10-24,83.20999908,88.88549805,82.82800293,88.68499756,138568000
2018-10-25,89.10849762,89.7405014,84.60050201,85.16699982,205714000
2018-10-26,82.14050293,84.92299652,80.15000153,82.47949982,299276000
2018-10-29,76.94400024,83.28700256,74.75,83,277322000
2018-10-30,76.52100372,77.04949951,73.81800079,74.30799866,249202000
2018-10-31,79.90049744,81.19550323,78.25450134,78.49949646,187804000
2018-11-01,83.27649689,83.52249908,79.92199707,81.17649841,162710000
2018-11-02,83.27649689,84.87200165,82.59149933,83.92949677,139110000
2018-11-05,81.38999939,82.90450287,79.81800079,82.87850189,112494000
2018-11-06,82.14050293,83.25,80.72750092,80.91750336,85148000
2018-11-07,87.77449799,87.96150208,83.20400238,83.65000153,163844000
2018-11-08,87.74549866,89.19999695,86.25550079,87.75,130698000
2018-11-09,85.62149811,87.19599915,85.09349823,86.625,118044000
2018-11-12,81.84249878,85.42749786,81.50050354,84.91200256,136124000
2018-11-13,81.5585022,83.85299683,80.6875,82.46450043,118666000
2018-11-14,79.95050049,83.65000153,79.85350037,82.81600189,129738000
2018-11-15,80.97200012,81.24099731,77.32550049,79.05049896,168546000
2018-11-16,79.67050171,80.72399902,78.65599823,79.375,121322000
2018-11-19,75.61450195,79.05950165,75.16799927,78.85050201,155800000
2018-11-20,74.77300262,76.73750305,71,71.875,217576000
2018-11-21,75.83650208,77.5,75.75,77.14949799,114336000
2018-11-23,75.10299683,76.80999756,75.09049988,75.84999847,54152000
2018-11-26,79.0664978,79.2405014,76.21099854,76.94999695,125154000
2018-11-27,79.07099915,79.88249969,77.90049744,78.79949951,115664000
2018-11-28,83.88749695,84.07250214,80.06099701,80.69599915,169174000
2018-11-29,83.67849731,84.49949646,82.61650085,83.74949646,132264000
2018-11-30,84.50849915,84.80000305,83.32499695,83.97499847,115236000
2018-12-03,88.61799622,88.91699982,86.5,88.47299957,137246000
2018-12-04,83.41999817,88.51699829,83.25,87.80000305,173890000
2018-12-06,84.95950317,85.05249786,80.49250031,80.74349976,175788000
2018-12-07,81.45649719,85.94650269,81.27300262,85.25350189,151522000
2018-12-10,82.05149841,82.89949799,79.54350281,81.19200134,149896000
2018-12-11,82.16200256,83.97350311,80.98000336,83.90000153,124894000
2018-12-12,83.17700195,85.24949646,83.0134964,83.44999695,131960000
2018-12-13,82.91899872,84.60600281,82.07499695,84,105426000
2018-12-14,79.59549713,82.12850189,79.25,81.90000153,127344000
2018-12-17,76.04550171,78.8065033,75.25050354,78.30000305,176596000
2018-12-18,77.5739975,78.37750244,76.15049744,77,130460000
2018-12-19,74.7539978,79.22650146,74.15899658,77.15249634,175844000
2018-12-20,73.04149628,75.47499847,71.6344986,74.19999695,199836000
2018-12-21,68.87249756,74,68.19799805,73.24949646,272806000
2018-12-24,67.19799805,69.80149841,65.34999847,67.30000305,144400000
2018-12-26,73.54499817,73.65799713,68.15049744,68.44450378,208236000
2018-12-27,73.08200073,73.44999695,69.51550293,72.70999908,194440000
2018-12-28,73.90100098,75.67350006,72.44999695,73.66750336,176580000
2018-12-31,75.09850311,76.03800201,74.34999847,75.54000092,139090000
2019-01-02,76.95649719,77.66799927,73.04650116,73.26000214,159662000
2019-01-03,75.01399994,76.90000153,74.85549927,76.00050354,139512000
2019-01-04,78.76950073,79.69999695,75.91549683,76.5,183652000
2019-01-07,81.47550201,81.72799683,79.45950317,80.1155014,159864000
2019-01-08,82.82900238,83.83049774,80.83049774,83.23449707,177628000
2019-01-09,82.97100067,83.38999939,82.06999969,82.64900208,126976000
2019-01-10,82.81099701,83.16249847,81.08100128,82.05049896,130154000
2019-01-11,82.02799988,83.01450348,81.81099701,82.02749634,93724000
2019-01-14,80.86049652,82.41000366,79.75749969,80.75,120118000
2019-01-15,83.72799683,83.75800323,81.30049896,81.59999847,119970000
2019-01-16,84.18900299,85.25,83.79399872,84.21099854,127338000
2019-01-17,84.66100311,85.00849915,83.875,84,84178000
2019-01-18,84.80999756,85.80999756,84.57700348,85.59999847,120410000
2019-01-22,81.60849762,84.09349823,80.51000214,84.05000305,128336000
2019-01-23,82.00099945,82.87149811,80.59999847,82.80000305,104504000
2019-01-24,82.74649811,82.86299896,81.58899689,82.05349731,81798000
2019-01-25,83.52850342,84.1740036,83.08049774,83.52500153,98918000
2019-01-28,81.89450073,82.25,80.70449829,82.17949677,96754000
2019-01-29,79.69400024,81.6190033,79.53600311,81.56349945,92656000
2019-01-30,83.52149963,83.84750366,80.98400116,81.15000153,115676000
2019-01-31,85.93650055,86.82050323,83.95400238,84.64250183,218206000
2019-02-01,81.31150055,83.65299988,81.10050201,81.94400024,230124000
2019-02-04,81.66549683,82.48149872,80.67500305,81.15000153,98582000
2019-02-05,82.94049835,83.26300049,82.125,82.16699982,89062000
2019-02-06,82.01300049,83.61299896,81.66699982,83.53749847,78798000
2019-02-07,80.71849823,81.27700043,79.64550018,81.25,92532000
2019-02-08,79.41100311,79.42949677,78.33799744,79.30000305,113150000
2019-02-11,79.55000305,80.46450043,79.30000305,80.0490036,66346000
2019-02-12,81.90049744,81.97000122,79.94400024,80.19999695,97172000
2019-02-13,82,82.81900024,81.85549927,82.34999847,71206000
2019-02-14,81.13249969,81.89499664,80.3030014,81.22499847,82410000
